,content,type_text
9496,Ерөнхий сайд 11-11 төвд ирүүлсэн хүсэлтийн минь дагуу арга хэмжээ авч өгсөн таньд талархал илэрхийлмээр байна.Шинэчлэлийн Засгийн газар үнэхээр юм хийж байгаа юм байна шүү гэдгийг мэдлээ маш их баяртай байна.,Талархал
9515,Хог 14 хоног тутамд ачиж байгаа дээр талархал илэрхийлье.,Талархал
9546,Нүүрс хөтөлбөрийг хэрэгжүүлж байгаа ЗГ-т баярлалаа. Мөн СХД-ийн 5-р хорооны иргэд нүүрсний асуудлаар гомдол гаргаж байсан. Гэтэл Тулга гэдэг залуу ирж асуудлыг шийдэж өгсөнд иргэд талархаж байна.,Талархал
9582,Оюунгэрэл сайдад баяр хүргэе.,Талархал
9635,СХД-ийн 13-р хорооны хог тээвэрлэж байгаа ажил нь их сайшаалтай явагдаж байна.Бусад дүүрэг хороо үүнээс суралцах хэрэгтэй байна.Талархаж байна.,Талархал
9682,12.11-ны шөнө сагсны тэмцээнд орсон хүүхдүүд жижиг тэрэгтэй цасан шуурганаар төөрсөн 16 цагийн дараа төөрсөн хүүхдүүдээ олж авч чадсан онцгой байдлын хамт олны тусламжтайгаар олсон.Онцгой байдлын ажилчид албан хаагчид онцгой хүмүүс байдаг юм байна шүү маш их талархаж байна./Хөвсгөл аймаг тариалан сум/,Талархал
9767,Ерөнхий сайдад талархаж байгаагаа илэрхийлэе. Иргэд баахан лаа авсан энэ лаагаа малчидад хандивлах хүсэлтэй байна. Тийм саналтай байна.,Талархал
9820,Арвин гишүүнд баяр хүргэе. БЗД ард иргэдээс баяр хүргэе. Ардчилсан намд элссэнд.,Талархал
9896,"nogoon hogjliin yamand ta buhend ajiliin amjilt husey,    zavkhan aimgiin tsagaanchuluut sumand ashigt maltmaliin uurhai neeh geed haiguul hiij baina. ene gazar n manai nutgiin gol usnii undragatai gazriin oiroltsoo baidag ba ailuudiin hamgiin ih nutgaldag gazar yum ene talaar ta buhen hariu ogno  uu. zavkhan aimag tsagaanchuluut sum tomortiin gol eh bulag gedeg gazar baina. manai nutgiihan mash ih eserguutsej baigaa bolovch amjilt olohgui baina.",Талархал
10038,Шинэчлэлийн Засгийн газарт талархалтай байна. Ард түмнийхээ төлөө ихийг санаачилж түүнийгээ бүтээхийн төлөө цаг завгүй ажиллаж байгаа та бүхэнд баярлаж байна. Шинэ ондоо ажлын их амжилт гаргахыг ерөөж аз жаргал эрүүл энхийг хүсэж Шинэ оны мэнд хүргэе.Ардын тэргүүний ажилтан Ахмад багш Г.Сэрээнэн,Талархал
10046,Zasgiin gazrtaa talarhmaar bna.Hogjliin berhsheeltei irgediin mongiig ondoo bagtaaj olgoj ogch baigaad.manaid nastai hun bgui ldee gehdee onoodor bankindeer tur zogsoh hoorond nastaichuud mash ikh bayrlaj baigaag haraad davhar tednii omnoos bayrlaj bailaa,Талархал
10098,Юуны өмнө та бүхэнд иргэдийн дуу хоолойг сонсож ойрхон болсон явдалд гүнээ талархаж энэхүү ажлыг ихээр дэмжин сайшааж байгаагаа илэрхийлж байна. Та бүхэнд ажлын их амжилт хүсэн ерөөе.,Талархал
10113,"Ардчилсан намд маш их талархаж байнаа. Энэ богино хугацаанд их ажил хийж бүтээсэн, ард иргэдийн амьдралд харагдахуйц ажил хийж, ард иргэдийн төлөө ажиллаж байгаад маш их талархаж байна. Энэ эрч хүчээрээ сайн ажиллаарай. Шинэчлэлийн засгийн газарт ажлын амжилт хүсье. Ерөнхий сайд Алтанхуягт.",Талархал
10525,"ЧД-ийн байцаагч Найдансүрэн,Нямаа нарт талархал илэрхийлж байна. 12.24-нд гарсан хулгайн хэргийг маш хурдан шуурхай шийдвэрлэж өгсөнд талархал илэрхийлж байна.",Талархал
10618,Нүүрс 40 хэлээр нь гэр хорооллоор тарааж байгаа нь маш их сайшаалтай байна. Баярлалаа. Гэр хорооллын Замын гэрлийг 7 цаг 30 минут хүртэл асаалттай байж болдоггүй юм уу. Харанхуй хүнд байна.,Талархал
10798,Unen gej baigagt itgedeggui yvlaa.Ym bugdiig zoosnii nuheer shiiddeg gj bodj yvlaa.Enduurel baijee.HUDuurgiin ??????? shuugchid mash ikh talarhaj baina.uneneer shuuj unen hariu gargaj ogsond.Ym bugd dandaa hudlaa bg gj boddog bailaa.Yg tan shig shuugch olon bolbol manai uls hogjij devjih baikhaa.Mongold amidraagui 15jil gadaadad yvsan ch ireed shuuheer orj shiidverluuleh hereg garaad bas l hudlaa baidag bh gj bodj yvsan ch chin uneneershuudeg ym bnaa gj uneheer bayrlaj baina.minii ene talarhaliig damjuulj uguurei.,Талархал
10801,"Тус өрхийн эмнэлгийн эмч, сувилагч, ажилчид нь хөдөлмөрчдөд хөнгөн шуурхай үйлчилж, харилцааны өндөр соёлтой үйлчилдэгт тус хорооны үйлчлүүлэгчдийн зүгээс ямагт талархаж байдгаа илэрхийлье.",Талархал
10863,отгон долоон бурхан эмнэлгийн эмч нарт баярлалаа,Талархал
10922,"Клиникийн нэгдсэн эмнэлгийн хүүхдийн тасгийн Нямсүрэн, Лхагваа эмч болон сувилагч асрагч нарт хүүхдэд үзүүлэх эмчилгээ үйлчилгээг сайн явуулж байгаад талархаж ажлын амжилт хүсэж байна. Манай бусад бүх хүүхдийн эмнэлгүүд жишээ авч ажиллаасай гэж бодож байна.",Талархал
11193,Сайн эмч нар байдаг. 3-р эмнэлгийн дотоод шүүрлийн булчирхайн эмч Гомбосүрэнгийн Оюунгэрэлд манай гэр бүлийнхэн талархаж явдгаа илэрхийлье. Таны ажил амьдралд сайн сайхныг хүсье.,Талархал
11211,Линений музейн барилга төрдөө авч музей болгож байгаад талархаж байна.,Талархал
11293,Батзандан гишүүний яриад байгаа хуулийн төсөл гаргаад байгаа явдалд баяр хүргэе. Уул уурхайгаа ард түмэндээ хүргэж өгнө үү. Эрдэнээ сайдад бас талархаж байна. Оюунхорол талархаж байна. 10-д иргэнийг төлөөлж талархал илэрхийлж байна.,Талархал
11526,Тэмүүжин сайдын үйл ажиллагааг дэмжиж байна. Битгий бууж өгөөрэй.,Талархал
11534,"3-р эмнэлэгт цөсний хагалгаанд орсон. ЭХО эмч Ариунбилэг, Мэс заслын эмч Лочин Болормаа Удвал эмч нарт талархаж байна. Ажлын амжилт хүсэе",Талархал
11596,УБЕГ дарга Пүрэвдорж танд 12 сарын 17-нд хандсан. 19 нд хүмүүс нь зөрчил арилгаад хэвлэлтэнд бэлтгэлээ гэсэн. Өчигдөр надруу Сэлэнгэ аймгаас яриад хэвлэж өглөө. Танд их баярлалаа таны ажилд ажилт хүсэе. Шуурхай үйлчилж өгсөн таньд баярлалаа. Иргэн Ижилбэрх,Талархал
11638,"Ерөнхий сайд Алтанхуяг гуайд Урам зориг өгөх нь: Би урьд МАНАН-г эсэргүүцдэг. Мөн Алтанхуяаг гуайг ч шалихгүй хүн гэж боддог байв. МАНАН бол маш дэмий эвсэл юм. Гэвч Алтанхуяг гуай бол Шаггүй улс төрч хүн юм бна. Энэ 4 жилийг бүтээн байгуулалт, Шинэчлэлийн жилүүд болгож, Засаг төрийг тогтвортой байж чадвал Алтанхуяг гуай та Монголын Шинэ үеийн түүхэнд Хүндтэй Гавъяа байгуулах болно.  Энэ 4 жилд таныг хүмүүс муулж, шүүмжлэх болно. Гэвч улс төрийг ойлгодог дотоод ба гадаадын иргэд, мэргэжилтэнүүд таныг Монгол улсын хөгжил дэвшилийн суурийг тавигч гэж үнэлэн цэгнэх болно.",Талархал
